,Lan,CUI,P,LUI,PF,SUI,name
8785160,ENG,C4517496,P,L0618920,PF,S17240288,1.24
8785163,ENG,C4517497,P,L6359529,PF,S17240290,1.25
8785169,ENG,C4517499,P,L11716444,PF,S17240300,1.3
8785223,ENG,C4517517,P,L0620116,PF,S17240332,1.9
8785292,ENG,C4517540,P,L0076769,PF,S17240382,115
8785301,ENG,C4517543,P,L11723059,PF,S17240389,12.4
8785313,ENG,C4517547,P,L0625074,PF,S17240397,12.8
8785445,ENG,C4517591,P,L0627187,PF,S17240497,16.8
8785481,ENG,C4517603,P,L1190575,PF,S17240526,1720
8785490,ENG,C4517606,P,L1190578,PF,S17240533,1750
8785571,ENG,C4517633,P,L1045312,PF,S17240608,2.6
8785721,ENG,C4517683,P,L11716444,PF,S17240766,3.1
8785727,ENG,C4517685,P,L14189809,PF,S17240763,3.15
8785748,ENG,C4517692,P,L0636929,PF,S17240780,3.4
8785754,ENG,C4517694,P,L0637134,PF,S17240785,3.6
8785766,ENG,C4517698,P,L0637192,PF,S17240791,3.9
8785820,ENG,C4517716,P,L14200957,PF,S17240830,33.3
8785939,ENG,C4517756,P,L1774208,PF,S17240925,4.1
8785945,ENG,C4517758,P,L14206438,PF,S17240927,4.2
8785948,ENG,C4517759,P,L0636929,PF,S17240931,4.3
8785951,ENG,C4517760,P,L14195449,PF,S17240930,4.32
8785963,ENG,C4517764,P,L0641562,PF,S17240940,4.6
8785966,ENG,C4517765,P,L0641607,PF,S17240942,4.8
8786041,ENG,C4517790,P,L0631081,PF,S17241019,5.2
8786047,ENG,C4517792,P,L0641508,PF,S17241023,5.4
8786053,ENG,C4517794,P,L0643691,PF,S17241028,5.6
8786074,ENG,C4517801,P,L14189829,PF,S17241047,52.2
8786131,ENG,C4517820,P,L1045312,PF,S17241089,6.2
8786137,ENG,C4517822,P,L0641562,PF,S17241092,6.4
8786242,ENG,C4517857,P,L14212114,PF,S17241167,7.2
8786248,ENG,C4517859,P,L14212161,PF,S17241171,7.5
8786251,ENG,C4517860,P,L0647003,PF,S17241175,7.7
8786296,ENG,C4517875,P,L13035744,PF,S17241214,8.1
8786299,ENG,C4517876,P,L0641607,PF,S17241216,8.4
8786302,ENG,C4517877,P,L14212162,PF,S17241220,8.5
8786311,ENG,C4517880,P,L11716533,PF,S17241226,8.7
8786368,ENG,C4517899,P,L11726351,PF,S17241270,9.5
8786371,ENG,C4517900,P,L1158236,PF,S17241277,900
8787764,ENG,C4518418,P,L2552286,PF,S17288442,Tributary of
8788806,ENG,C4518788,P,L5523348,PF,S17242456,Arterial catheter tip
8790133,ENG,C4519562,P,L14281627,PF,S17369347,influenza virus vaccine tvs 2017-2018 (36 mos up)
8792091,ENG,C4520708,P,L0248902,PF,S12752011,Generalizes
8792975,ENG,C4520842,P,L0017816,PF,S0289138,glutarate
8793039,ENG,C4520849,P,L1225075,PF,S6941172,Living
8793113,ENG,C4520871,P,L10145504,PF,S12680685,"Morphine Sulfate 10 MG Oral Tablet, Extended Release"
8793416,ENG,C4520934,P,L10140715,PF,S12677222,"Isosorbide Mononitrate 40 MG Oral Tablet, Extended Release"
8794104,ENG,C4521131,P,L0160126,PF,S0387322,Medication administration
8794195,ENG,C4521164,P,L13418167,PF,S17606982,100 ML Glucose 500 MG/ML Injection
8794564,ENG,C4521288,P,L1867056,PF,S17228305,Apelin Receptor
8795725,ENG,C4521557,P,L5316702,PF,S17488963,Physician specialty
8796304,ENG,C4521763,P,L0022691,PF,S17618785,Killed
8797632,ENG,C4522213,P,L6580890,PF,S17381390,Carboplatin/Gemcitabine Regimen
8797757,ENG,C4522255,P,L10923500,PF,S17391669,Pooled Blood Products
8797924,ENG,C4522309,P,L5615671,PF,S6670310,NACA
8799606,ENG,C4523430,P,L1774650,PF,S17377920,Surgery on simple intracranial aneurysm of carotid circulation by intracranial approach
8799760,ENG,C4523507,P,L14295194,PF,S17377267,G6PD (glucose-6-phosphate dehydrogenase) gene analysis for detection of A- variant
8800700,ENG,C4524162,P,L0281274,PF,S17378417,Drug specific antibody
8801531,ENG,C4524641,P,L14304533,PF,S17385008,INRG Stage MS
8808527,ENG,C4527285,P,L11777176,PF,S19231923,MRI of neck without and with contrast
8808783,ENG,C4527350,P,L14300764,PF,S17391525,Pertuzumab/Trastuzumab/Docetaxel Followed by FEC Regimen
8808792,ENG,C4527352,P,L14308086,PF,S17391529,Pertuzumab/Trastuzumab/Paclitaxel Followed by FEC Regimen
8813051,ENG,C4528946,P,L5827660,PF,S17399204,Envelopes
8813061,ENG,C4528953,P,L1073901,PF,S17399573,Lymphedema Bandages
8814639,ENG,C4530069,P,L13646175,PF,S17447171,peg-15 hydroxystearates
8816312,ENG,C4531114,P,L0504785,PF,S17447674,Dilatation of the tricuspid annulus
8816482,ENG,C4531242,P,L11715165,PF,S17447589,Arteriovenous malformation of the maxilla
8822358,ENG,C4533402,P,L8578060,PF,S17488612,Palmitoylcarnitine (C16)/Carnitine.free (C0)
8822426,ENG,C4533426,P,L10960816,PF,S17488608,Palmitoylcarnitine (C16)/Carnitine.free (C0):SRto:Pt:Bld.dot:Qn
8822457,ENG,C4533435,P,L0036848,PF,S17490502,Settings
8823465,ENG,C4534362,P,L1224886,PF,S17484836,In-center
8823587,ENG,C4534482,P,L5366900,PF,S17488036,Nutrition/diet
8823604,ENG,C4534499,P,L14399535,PF,S17487785,Nonreactive results for the presence of Zika antibodies and indeterminate for dengue antibodies.
8823644,ENG,C4534537,P,L0621618,PF,S17476182,1 level
8824641,ENG,C4535268,P,L0133769,PF,S17496538,"limonene oxide, (+)-"
8825396,ENG,C4535731,P,L10153473,PF,S14498444,Dipyridamole 150 MG Extended Release Oral Capsule
8825402,ENG,C4535736,P,L10136176,PF,S14501574,Ketoprofen 200 MG Extended Release Oral Tablet
8825408,ENG,C4535740,P,L10149961,PF,S14503192,Morphine Sulfate 15 MG Extended Release Oral Capsule
8825410,ENG,C4535741,P,L10136032,PF,S14500864,Hydromorphone Hydrochloride 6 MG Extended Release Oral Capsule
8825905,ENG,C4535976,P,L13026000,PF,S17502355,monitor blood pressure at home
8830900,ENG,C4537879,P,L1730197,PF,S17497714,CD3+ and CD8+ cells
8832945,ENG,C4539634,P,L5367567,PF,S17544542,Dysplastic megakaryocytes
8833642,ENG,C4540242,P,L0871297,PF,S17543211,Microthrombocytes
8833678,ENG,C4540272,P,L6462967,PF,S17542105,Death within the first years of life
8837128,ENG,C4542831,P,L3168357,PF,S17631289,Spacing of teeth
8838715,ENG,C4543322,P,L0679260,PF,S17612218,Acute nontraumatic subdural hemorrhage
8839715,ENG,C4543671,P,L1719583,PF,S17612405,Allergy to food additive
8839766,ENG,C4543690,P,L0777506,PF,S17619549,Malformation of central nervous system of fetus
8840783,ENG,C4544055,P,L0663777,PF,S17612082,Acquired absence of genital organ
8841152,ENG,C4544204,P,L12159091,PF,S17613700,Care planning education
8841384,ENG,C4544311,P,L1161722,PF,S17612308,Advance care plan
8841398,ENG,C4544318,P,L13114392,PF,S17616309,End of life care plan
8842114,ENG,C4544603,P,L0729995,PF,S17620068,Need for personal care assistance
8845872,ENG,C4546046,P,L14529900,PF,S17616146,EDQM to SNOMED CT simple map reference set
8846865,ENG,C4546417,P,L14514951,PF,S17630840,Right renal agenesis co-occurrent with left renal hypoplasia
8846872,ENG,C4546419,P,L14520007,PF,S17619024,Left renal agenesis co-occurrent with right renal dysplasia
8847133,ENG,C4546561,P,L10878143,PF,S17637217,"4-(3'-(3'',5''-dimethylphenyl)ureido)phenyl sulfamate"
8847189,ENG,C4546591,P,L14540994,PF,S17642244,aspergicine
8847214,ENG,C4546610,P,L14538021,PF,S17641083,"RTP1S protein, mouse"
8847948,ENG,C4546862,P,L3137015,PF,S17639613,Hydrogen-6
8848050,ENG,C4546895,P,L9099701,PF,S17640588,Nitrogen-10
8848071,ENG,C4546902,P,L9096061,PF,S17640597,Nitrogen-20
8848074,ENG,C4546903,P,L3137061,PF,S17640598,Nitrogen-21
8848077,ENG,C4546904,P,L3137041,PF,S17640599,Nitrogen-22
8848115,ENG,C4546914,P,L3137011,PF,S17640694,Oxygen-20
8848118,ENG,C4546915,P,L3136997,PF,S17640695,Oxygen-21
8848121,ENG,C4546916,P,L3137082,PF,S17640696,Oxygen-22
8848124,ENG,C4546917,P,L9442140,PF,S17640697,Oxygen-23
8848127,ENG,C4546918,P,L3137022,PF,S17640698,Oxygen-24
8848130,ENG,C4546919,P,L3155963,PF,S17640699,Oxygen-25
8848139,ENG,C4546922,P,L3137042,PF,S17640702,Oxygen-28
8848903,ENG,C4547278,P,L12169294,PF,S17640363,"N-(4-(tert-butyl)phenyl)-2-((1-(2-(6,7-dimethoxy-3,4-dihydroisoquinolin-2(1H)-yl)ethyl)-1H-1,2,3-triazol-4-yl)methoxy)benzamide"
8849877,ENG,C4547980,P,L6639424,PF,S17641158,Roentgenium
8851375,ENG,C4548989,P,L0066453,PF,S0177395,methioprim
8852518,ENG,C4549713,P,L9105043,PF,S17637090,"3-hydroxy-3',4,4',5'-tetramethoxychalcone"
8852590,ENG,C4549766,P,L14540017,PF,S17642279,"benzo(5,6)-s-indaceno(2,1-b)thiophene"
8852634,ENG,C4549801,P,L5170271,PF,S17637625,7'-hydroxymatairesinol
8853331,ENG,C4550301,P,L10321727,PF,S17647088,disodium lauriminodipropionate tocopheryl phosphate
8853536,ENG,C4550425,P,L11364500,PF,S17645365,Camphor 48 MG/ML / Eucalyptus oil 26 MG/ML / Menthol 12 MG/ML Topical Cream
8855027,ENG,C4551333,P,L0218250,PF,S17648102,Eye movement monitoring
8855302,ENG,C4551438,P,L14545325,PF,S17649004,Rho Kinase Inhibitor
8855878,ENG,C4551528,P,L0218630,PF,S0947436,Monitor heart rate
8856413,ENG,C4551607,P,L7021862,PF,S8515014,prednisolone sodium phosphate (ophthalmic)
8857094,ENG,C4551696,P,L0033422,PF,S18089905,Prone positioning
8857159,ENG,C4551714,P,L0087180,PF,S0083190,Rod-Cone Dystrophy
8857188,ENG,C4551718,P,L1018084,PF,S1432620,structural equation model
8857905,ENG,C4551887,P,L0005603,PF,S15033402,birth (history)
8857908,ENG,C4551888,P,L0005770,PF,S6326107,Blood Banking
8858538,ENG,C4552019,P,L14731564,PF,S17855038,Stage IS Testicular Cancer AJCC v6 and v7
8858591,ENG,C4552032,P,L8781621,PF,S18138019,With lunch
8859148,ENG,C4552259,P,L0508583,PF,S17649806,Von Willebrand's factor antibody
8859440,ENG,C4552514,P,L7500389,PF,S17649792,Vegetable allergy
8859558,ENG,C4552592,P,L9722734,PF,S18138015,With dinner
8860803,ENG,C4553004,P,L14744283,PF,S17851809,"Pain, CTCAE"
8861119,ENG,C4553125,P,L0223347,PF,S18016960,Prosthesis fit
8861186,ENG,C4553139,P,L13055365,PF,S17863258,1 ML Morphine Sulfate 2 MG/ML Injection
8861215,ENG,C4553147,P,L2812127,PF,S17848763,Immunoglobulin G to Albumin Ratio Measurement
8862200,ENG,C4553389,P,L1194801,PF,S17855318,Study Control
8862650,ENG,C4553532,P,L14734915,PF,S17836204,Electronic Records Control
8862880,ENG,C4553621,P,L8782098,PF,S18138013,With breakfast
8863593,ENG,C4553821,P,L0015749,PF,S17837097,Feels
8863888,ENG,C4553918,P,L14734388,PF,S17856896,"Upper Gastrointestinal Hemorrhage, CTCAE"
8864303,ENG,C4554083,P,L11774779,PF,S14634715,Orexin Receptor Antagonist
8864668,ENG,C4554234,P,L14741305,PF,S17847854,"Hiccups, CTCAE"
8865032,ENG,C4554412,P,L0794581,PF,S18007160,Not confirmed
8865033,ENG,C4554413,P,L0016658,PF,S0648793,Fractured
8865328,ENG,C4554547,P,L0638217,PF,S11842373,3 phase
8865709,ENG,C4554709,P,L0032068,PF,S4038572,Planaria
8868788,ENG,C4556177,P,L2605192,PF,S3050555,Oligoneuron
8871680,ENG,C4557677,P,L1964921,PF,S17683578,Capitellum
8874614,ENG,C4559866,P,L14590052,PF,S17797998,Rhodovulum sp. MB19
8874628,ENG,C4559880,P,L14563373,PF,S17759241,Marichromatium sp. MB8S
8876353,ENG,C4561207,P,L14555548,PF,S17695622,Cerebratulus sp. pink proboscis
8876497,ENG,C4561298,P,L14633820,PF,S17802559,Scenedesmus sp. SM8_2
8876997,ENG,C4561624,P,L12033210,PF,S17710896,Curvibacter sp. AEP1-3
8877186,ENG,C4561734,P,L14557558,PF,S17712028,Cyphastrea sp. MNHN-IK-2012-14235'
8877525,ENG,C4561954,P,L13970009,PF,S17760045,Megalobrama amblycephala x (Megalobrama amblycephala x Megalobrama terminalis)
8877526,ENG,C4561955,P,L13873821,PF,S17760046,Megalobrama amblycephala x (Megalobrama amblycephala x Parabramis pekinensis)
8877845,ENG,C4562238,P,L13885950,PF,S17814316,Tachysurus fulvidraco x Leiocassis longirostris
8879116,ENG,C4563101,P,L1971041,PF,S17764903,Morone saxatilis x Morone chrysops
8886625,ENG,C4568231,P,L2571750,PF,S17775210,Papio anubis x Papio cynocephalus
8888754,ENG,C4569823,P,L9933290,PF,S19007809,unclassified Haplotaxidae
8889847,ENG,C4570616,P,L11100823,PF,S17830286,unclassified Trichonymphida
8893320,ENG,C4573234,P,L14043526,PF,S17662481,Amalda sp. MNHN-IM-2009-11963
8893321,ENG,C4573235,P,L13922783,PF,S17662479,Amalda sp. MNHN-IM-2007-43649
8893322,ENG,C4573236,P,L14019072,PF,S17662480,Amalda sp. MNHN-IM-2007-43655
8893323,ENG,C4573237,P,L13971161,PF,S17664200,Ancilla sp. MNHN-IM-2013-51964
8893324,ENG,C4573238,P,L13947169,PF,S17664199,Ancilla sp. MNHN-IM-2009-15513
8893326,ENG,C4573240,P,L13995233,PF,S17664197,Ancilla sp. MNHN-IM-2007-36606
8893327,ENG,C4573241,P,L13875041,PF,S17664201,Ancillina sp. MNHN-IM-2007-38889
8893330,ENG,C4573243,P,L14046460,PF,S17681443,Calyptoliva sp. MNHN-IM-2007-39266
8893331,ENG,C4573244,P,L14009498,PF,S17771275,Olividae sp. MNHN-IM-2007-31975
8893332,ENG,C4573245,P,L13937313,PF,S17771278,Olividae sp. MNHN-IM-2007-33282
8893333,ENG,C4573246,P,L13961296,PF,S17771273,Olividae sp. MNHN-IM-2007-31947
8893334,ENG,C4573247,P,L13889175,PF,S17771276,Olividae sp. MNHN-IM-2007-33273
8893335,ENG,C4573248,P,L14033779,PF,S17771280,Olividae sp. MNHN-IM-2007-36138
8893336,ENG,C4573249,P,L14058002,PF,S17771279,Olividae sp. MNHN-IM-2007-33461
8893337,ENG,C4573250,P,L14057999,PF,S17771274,Olividae sp. MNHN-IM-2007-31949
8893338,ENG,C4573251,P,L13937312,PF,S17771277,Olividae sp. MNHN-IM-2007-33275
8893339,ENG,C4573252,P,L13944889,PF,S17822867,Turrancilla sp. MNHN-IM-2013-19425
8895541,ENG,C4574683,P,L12017602,PF,S17750171,Lake Sinai Virus TO
8898542,ENG,C4577109,P,L7692439,PF,S17821953,Triticum urartu x Aegilops tauschii
8898543,ENG,C4577110,P,L14637534,PF,S17657800,Aegilops longissima x Triticum urartu
8915244,ENG,C4592913,P,L2607678,PF,S17785868,Pleiocarpon
8917502,ENG,C4594320,P,L2028128,PF,S17779044,Petaliferae
8919855,ENG,C4596430,P,L6905208,PF,S17758864,Malassezia sp.
8926283,ENG,C4600980,P,L5276630,PF,S17826109,Vitis riparia x Vitis cinerea
8927590,ENG,C4601898,P,L11133904,PF,S17679438,Burkholderia sp. 137
8933524,ENG,C4605992,P,L9800827,PF,S17769962,Nostoc sp. FSN-E
8933991,ENG,C4606309,P,L6587017,PF,S17769672,Nocardia cavernae
8934624,ENG,C4606684,P,L10625851,PF,S17830361,Pseudomonas sp. S3.1
8938084,ENG,C4609323,P,L14558037,PF,S17715894,Depressariinae sp. LA2011-344
8942719,ENG,C4612401,P,L14027560,PF,S17733653,Fischerella sp. IR_291
8943510,ENG,C4613015,P,L1985024,PF,S17720715,Dorcadia
8943517,ENG,C4613019,P,L14011658,PF,S17787579,Polysiphonia sp. _2stricta
8943527,ENG,C4613024,P,L14676372,PF,S17795180,Pylaiella sp. _2littoralis
8946213,ENG,C4614924,P,L5274119,PF,S17681809,Campydorina
8946312,ENG,C4614988,P,L13189213,PF,S17708132,Corylus heterophylla x Corylus avellana
8946387,ENG,C4615044,P,L10704878,PF,S17675227,Benthimermithida
8946388,ENG,C4615045,P,L2030443,PF,S17785772,Plectida
8946663,ENG,C4615218,P,L2589130,PF,S17720749,Dorylaiminae
8947195,ENG,C4615628,P,L14693238,PF,S17755926,Lithocarpus sp. NVN-2017e
8948824,ENG,C4616913,P,L1980084,PF,S17711864,Cynodon transvaalensis x Cynodon dactylon
8949566,ENG,C4617461,P,L9807494,PF,S19007777,unclassified Glomeridae
8949717,ENG,C4617599,P,L8599421,PF,S17797916,Rhodope
8950277,ENG,C4617940,P,L13232049,PF,S17830355,Bacillus sp. V5-8f
8950484,ENG,C4618084,P,L14713721,PF,S17745865,Ignavibacteria bacterium
8950811,ENG,C4618330,P,L13185606,PF,S17830354,Bacillus sp. V3-13
8952022,ENG,C4619119,P,L14644568,PF,S18726070,Deinococcus koreensis
8952577,ENG,C4619551,P,L6661154,PF,S17764479,Monomma
8952753,ENG,C4619687,P,L5283326,PF,S17729895,Erotylinae
8953712,ENG,C4620299,P,L11168385,PF,S17745443,Hysterothylacium sp. 4-1-1
8953734,ENG,C4620321,P,L14626766,PF,S17745444,Hysterothylacium sp. 4-1-2
8961668,ENG,C4626564,P,L11533668,PF,S17715624,Dendronereides
8961968,ENG,C4626736,P,L13294187,PF,S17797472,Rhizobium sp. KAs_5_22
8963082,ENG,C4627483,P,L14591706,PF,S17811578,Streptococcus phage vB_SthS_VA214
8964344,ENG,C4628457,P,L11905500,PF,S17791998,Pseudomonas sp. NX-1
8967104,ENG,C4630725,P,L14639124,PF,S17670358,Asimina pygmaea x Asimina incana
8967108,ENG,C4630729,P,L14676435,PF,S17795646,Quercus laevis x Quercus incana
8967113,ENG,C4630733,P,L14636642,PF,S17824695,Vaccinium myrsinites x Vaccinium corymbosum
8969731,ENG,C4632549,P,L14568096,PF,S17797087,Rhaptothyreidae
8980740,ENG,C4642538,P,L5300424,PF,S17805758,Sepiolinae
8985485,ENG,C4647200,P,L13173480,PF,S17768853,Nepenthes alata x Nepenthes ventricosa
8994008,ENG,C4655048,P,L14050227,PF,S17718859,Diogenichthys sp. AMS I.45493-004
9014890,ENG,C4675413,P,L9208408,PF,S17712713,Dactylidina
9016545,ENG,C4676938,P,L11129615,PF,S17811796,Streptomyces sp. 3212.5
9016546,ENG,C4676939,P,L11114653,PF,S17811795,Streptomyces sp. 3212.4
9016547,ENG,C4676940,P,L11084843,PF,S17811794,Streptomyces sp. 3212.2
9018151,ENG,C4677936,P,L11089823,PF,S17696247,Chamberlainium
9019998,ENG,C4679367,P,L11546406,PF,S17673103,Bacillus sp. 6#
9021957,ENG,C4681299,P,L14033775,PF,S17771271,Olivellopsis sp. MNHN-IM-2013-51055
9022490,ENG,C4681828,P,L14583916,PF,S17748762,Ketosoma sp. KM14-Iso261
9024054,ENG,C4682802,P,L14739430,PF,S17855039,Stage IS Testicular Cancer AJCC v8
9024745,ENG,C4683140,P,L14727168,PF,S17834209,Choroidal and Ciliary Body Melanoma pT4e TNM Finding v8
9028065,ENG,C4684556,P,L6057958,PF,S17835516,Data Entry
9028354,ENG,C4684684,P,L1021704,PF,S17848055,Hypothesis To Test
9029376,ENG,C4685060,P,L5532189,PF,S17837890,"Grade 1 Bronchopulmonary Hemorrhage, CTCAE"
9029484,ENG,C4685114,P,L5532485,PF,S17838105,"Grade 1 Edema Limbs, CTCAE"
9029548,ENG,C4685146,P,L5532393,PF,S17838218,"Grade 1 Fibrosis Deep Connective Tissue, CTCAE"
9029638,ENG,C4685191,P,L5532630,PF,S17838351,"Grade 1 Hepatitis Viral, CTCAE"
9029644,ENG,C4685194,P,L6573211,PF,S17838358,"Grade 1 Hiccups, CTCAE"
9029806,ENG,C4685275,P,L6576114,PF,S17838625,"Grade 1 Lower Gastrointestinal Hemorrhage, CTCAE"
9029902,ENG,C4685323,P,L5532782,PF,S17838836,"Grade 1 Pain, CTCAE"
9030146,ENG,C4685445,P,L6573229,PF,S17839334,"Grade 1 Upper Gastrointestinal Hemorrhage, CTCAE"
9030354,ENG,C4685549,P,L5533860,PF,S17839740,"Grade 2 Bronchopulmonary Hemorrhage, CTCAE"
9030482,ENG,C4685613,P,L5534165,PF,S17840011,"Grade 2 Edema Limbs, CTCAE"
9030558,ENG,C4685651,P,L5534068,PF,S17840150,"Grade 2 Fibrosis Deep Connective Tissue, CTCAE"
9030650,ENG,C4685697,P,L5534315,PF,S17840296,"Grade 2 Hepatitis Viral, CTCAE"
9030656,ENG,C4685700,P,L6576167,PF,S17840303,"Grade 2 Hiccups, CTCAE"
9030728,ENG,C4685736,P,L5533675,PF,S17840412,"Grade 2 Injury To Carotid Artery, CTCAE"
9030730,ENG,C4685737,P,L5534404,PF,S17840414,"Grade 2 Injury To Jugular Vein, CTCAE"
9030838,ENG,C4685791,P,L6573258,PF,S17840620,"Grade 2 Lower Gastrointestinal Hemorrhage, CTCAE"
9030946,ENG,C4685845,P,L5534487,PF,S17840876,"Grade 2 Pain of Skin, CTCAE"
9030948,ENG,C4685846,P,L5534475,PF,S17840878,"Grade 2 Pain, CTCAE"
9031242,ENG,C4685993,P,L6571913,PF,S17841515,"Grade 2 Upper Gastrointestinal Hemorrhage, CTCAE"
9031312,ENG,C4686028,P,L5533665,PF,S17841665,"Grade 2 Ventricular Arrhythmia, CTCAE"
9031470,ENG,C4686107,P,L5535578,PF,S17841967,"Grade 3 Bronchopulmonary Hemorrhage, CTCAE"
9031600,ENG,C4686172,P,L5535885,PF,S17842238,"Grade 3 Edema Limbs, CTCAE"
9031680,ENG,C4686212,P,L5535790,PF,S17842385,"Grade 3 Fibrosis Deep Connective Tissue, CTCAE"
9031778,ENG,C4686261,P,L5536040,PF,S17842537,"Grade 3 Hepatitis Viral, CTCAE"
9031784,ENG,C4686264,P,L6577602,PF,S17842544,"Grade 3 Hiccups, CTCAE"
9031858,ENG,C4686301,P,L5535394,PF,S17842652,"Grade 3 Injury To Carotid Artery, CTCAE"
9031860,ENG,C4686302,P,L5536130,PF,S17842654,"Grade 3 Injury To Jugular Vein, CTCAE"
9031968,ENG,C4686356,P,L6571948,PF,S17842856,"Grade 3 Lower Gastrointestinal Hemorrhage, CTCAE"
9032074,ENG,C4686409,P,L5536221,PF,S17843120,"Grade 3 Pain of Skin, CTCAE"
9032076,ENG,C4686410,P,L5536209,PF,S17843122,"Grade 3 Pain, CTCAE"
9032366,ENG,C4686555,P,L6576271,PF,S17843765,"Grade 3 Upper Gastrointestinal Hemorrhage, CTCAE"
9032434,ENG,C4686589,P,L5535384,PF,S17843912,"Grade 3 Ventricular Arrhythmia, CTCAE"
9032554,ENG,C4686649,P,L5537284,PF,S17844165,"Grade 4 Bronchopulmonary Hemorrhage, CTCAE"
9032712,ENG,C4686728,P,L5537484,PF,S17844516,"Grade 4 Fibrosis Deep Connective Tissue, CTCAE"
9032776,ENG,C4686760,P,L5537699,PF,S17844630,"Grade 4 Hepatitis Viral, CTCAE"
9032844,ENG,C4686794,P,L5537108,PF,S17844724,"Grade 4 Injury To Carotid Artery, CTCAE"
9032846,ENG,C4686795,P,L5537786,PF,S17844726,"Grade 4 Injury To Jugular Vein, CTCAE"
9032930,ENG,C4686837,P,L6580521,PF,S17844905,"Grade 4 Lower Gastrointestinal Hemorrhage, CTCAE"
9033228,ENG,C4686986,P,L6573394,PF,S17845675,"Grade 4 Upper Gastrointestinal Hemorrhage, CTCAE"
9033282,ENG,C4687013,P,L5537098,PF,S17845802,"Grade 4 Ventricular Arrhythmia, CTCAE"
9033386,ENG,C4687065,P,L5538786,PF,S17846006,"Grade 5 Bronchopulmonary Hemorrhage, CTCAE"
9033452,ENG,C4687098,P,L5538963,PF,S17846158,"Grade 5 Disease Progression, CTCAE"
9033516,ENG,C4687130,P,L5538924,PF,S17846287,"Grade 5 Fibrosis Deep Connective Tissue, CTCAE"
9033570,ENG,C4687157,P,L5539095,PF,S17846380,"Grade 5 Hepatitis Viral, CTCAE"
9033630,ENG,C4687187,P,L5538674,PF,S17846467,"Grade 5 Injury To Carotid Artery, CTCAE"
9033632,ENG,C4687188,P,L5539119,PF,S17846469,"Grade 5 Injury To Jugular Vein, CTCAE"
9033716,ENG,C4687230,P,L6572041,PF,S17846620,"Grade 5 Lower Gastrointestinal Hemorrhage, CTCAE"
9033948,ENG,C4687346,P,L5538948,PF,S17847167,"Grade 5 Sudden Death NOS, CTCAE"
9033982,ENG,C4687363,P,L6576370,PF,S17847250,"Grade 5 Upper Gastrointestinal Hemorrhage, CTCAE"
9034032,ENG,C4687388,P,L5538666,PF,S17847359,"Grade 5 Ventricular Arrhythmia, CTCAE"
9036647,ENG,C4687867,P,L11190145,PF,S17832333,Apolipoprotein A1 to Apolipoprotein B Ratio Measurement
9038623,ENG,C4688522,P,L5532794,PF,S17838834,"Grade 1 Pain of Skin, CTCAE"
9038631,ENG,C4688526,P,L5531999,PF,S17839452,"Grade 1 Ventricular Arrhythmia, CTCAE"
9041342,ENG,C4690434,P,L13836857,PF,S17985673,7-beta-hydroxytaxusin 2-alpha-hydroxylase activity
9041469,ENG,C4690561,P,L3494326,PF,S17987485,quercetin 3'-O-methyltransferase activity
9041516,ENG,C4690608,P,L8616526,PF,S17986041,alcohol-forming fatty acyl-CoA reductase activity
9041523,ENG,C4690615,P,L2430824,PF,S17986418,ferredoxin-thioredoxin reductase activity
9041569,ENG,C4690657,P,L1155359,PF,S17987802,tRNA pseudouridine(55) synthase
9042500,ENG,C4691250,P,L14793906,PF,S17985752,DNF3-CRF1 complex
9042502,ENG,C4691251,P,L14794190,PF,S17985757,DRS2-CDC50 complex
9042504,ENG,C4691252,P,L14794474,PF,S17985860,Lem3-Dnf1 complex
9044383,ENG,C4692591,P,L6441010,PF,S17992902,"Isolated 17,20-lyase deficiency"
9045842,ENG,C4693958,P,L14799712,PF,S17993251,NEURODEVELOPMENTAL DISORDER WITHOUT SEIZURES OR GAIT ABNORMALITIES
9045843,ENG,C4693959,P,L14798646,PF,S17993249,"NEURODEVELOPMENTAL DISORDER WITHOUT HYPERKINETIC MOVEMENTS OR SEIZURES, AUTOSOMAL DOMINANT"
9045846,ENG,C4693962,P,L14798646,PF,S17993238,"NEURODEVELOPMENTAL DISORDER WITH HYPERKINETIC MOVEMENTS, WITH OR WITHOUT SEIZURES, AUTOSOMAL DOMINANT"
9045847,ENG,C4693963,P,L14800258,PF,S17993236,"NEURODEVELOPMENTAL DISORDER WITH HYPERKINETIC MOVEMENTS WITHOUT SEIZURES, AUTOSOMAL DOMINANT"
9045855,ENG,C4693971,P,L14447745,PF,S17992073,"CONGENITAL ANOMALIES OF KIDNEY AND URINARY TRACT SYNDROME WITHOUT HEARING LOSS OR ABNORMAL EARS, WITH DEVELOPMENTAL DELAY"
9046628,ENG,C4694534,P,L2460944,PF,S17995262,Cholesterin
9048645,ENG,C4695546,P,L12152521,PF,S18010341,Serotonin release 1.0 IU/mL heparin.low molecular weight:ACnc:Pt:Ser:Qn
9048649,ENG,C4695547,P,L12156153,PF,S18010343,Serotonin release 1.0 IU/mL heparin.low molecular weight
9049927,ENG,C4696001,P,L14806554,PF,S17999684,Cells.CD3+CD4+CD27+CD45RO+CD62L+:NCnc:Pt:Bld:Qn
9049931,ENG,C4696002,P,L14811705,PF,S17999686,Cells.CD3+CD4+CD27+CD45RO+CD62L+
9050128,ENG,C4696079,P,L1722260,PF,S17999632,Cells.CD25/100 Cells.CD4:NFr:Pt:Bld:Qn
